Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,France,Beverages,Offline,Medium,2021-04-22,272021,2021-05-06,396,71.23,41.02,28207.08,16243.92,11963.16
Africa,Egypt,Office Supplies,Offline,High,2020-08-18,364200,2020-08-20,328,5.46,2.9,1790.88,951.2,839.68
Europe,Italy,Food,Online,Critical,2023-10-02,904162,2023-10-19,495,14.12,9.91,6989.4,4905.45,2083.95
North America,Mexico,Office Supplies,Online,High,2021-10-02,446045,2021-10-11,7,290.18,151.24,2031.26,1058.68,972.58
North America,Mexico,Beverages,Online,Critical,2021-04-15,493884,2021-05-05,288,498.83,391.53,143663.04,112760.64,30902.4
Asia,China,Office Supplies,Online,Medium,2021-11-19,303603,2021-12-08,500,387.94,280.17,193970.0,140085.0,53885.0
Asia,South Korea,Furniture,Online,High,2022-04-22,780574,2022-04-28,267,397.69,324.25,106183.23,86574.75,19608.48
North America,Mexico,Food,Online,Low,2023-12-30,743238,2024-01-09,153,376.7,317.07,57635.1,48511.71,9123.39
Australia,New Zealand,Electronics,Online,Low,2022-01-14,829789,2022-01-30,468,429.82,255.03,201155.76,119354.04,81801.72
Africa,Kenya,Furniture,Online,Low,2023-09-17,459212,2023-10-05,30,487.72,390.09,14631.6,11702.7,2928.9
North America,Canada,Furniture,Offline,Critical,2023-12-24,192190,2024-01-12,212,459.74,328.42,97464.88,69625.04,27839.84
Australia,New Zealand,Furniture,Offline,Low,2023-05-07,690063,2023-05-21,300,22.49,18.97,6747.0,5691.0,1056.0
North America,Canada,Office Supplies,Offline,Low,2021-10-04,424975,2021-10-17,470,122.29,65.02,57476.3,30559.4,26916.9
Australia,Australia,Office Supplies,Online,Low,2021-08-29,331740,2021-09-17,235,301.01,207.41,70737.35,48741.35,21996.0
Asia,Indonesia,Food,Online,Low,2023-07-30,570055,2023-08-10,212,493.81,344.66,104687.72,73067.92,31619.8
Europe,UK,Clothing,Offline,Low,2022-11-19,992790,2022-11-22,28,31.86,18.01,892.08,504.28,387.8
Asia,Indonesia,Clothing,Online,Critical,2020-07-13,962505,2020-07-27,465,36.58,26.85,17009.7,12485.25,4524.45
North America,Canada,Beverages,Online,Medium,2022-07-24,871289,2022-07-30,82,149.0,86.42,12218.0,7086.44,5131.56
Africa,Kenya,Furniture,Offline,Critical,2020-12-15,458264,2021-01-02,277,220.45,120.47,61064.65,33370.19,27694.46
South America,Colombia,Electronics,Online,Low,2022-07-15,754200,2022-08-02,207,252.33,171.08,52232.31,35413.56,16818.75
Australia,Australia,Food,Offline,Medium,2020-03-31,821340,2020-04-10,166,205.08,119.36,34043.28,19813.76,14229.52
Australia,New Zealand,Food,Online,High,2020-01-19,283986,2020-01-25,425,15.8,13.26,6715.0,5635.5,1079.5
North America,Canada,Office Supplies,Online,Medium,2021-07-27,860518,2021-07-30,462,352.99,178.01,163081.38,82240.62,80840.76
Africa,Nigeria,Electronics,Online,Low,2020-08-24,518646,2020-09-02,211,187.13,129.74,39484.43,27375.14,12109.29
North America,Canada,Beverages,Offline,Critical,2020-12-29,345543,2021-01-05,465,81.91,60.36,38088.15,28067.4,10020.75
South America,Chile,Beverages,Offline,Critical,2022-03-02,572485,2022-03-12,109,262.78,204.2,28643.02,22257.8,6385.22
Africa,South Africa,Food,Offline,High,2022-09-06,885516,2022-09-25,9,183.4,122.1,1650.6,1098.9,551.7
Asia,Indonesia,Beverages,Online,Low,2021-06-18,272674,2021-07-03,345,168.98,112.57,58298.1,38836.65,19461.45
Africa,South Africa,Beverages,Online,Medium,2021-07-26,223668,2021-08-11,214,483.13,342.41,103389.82,73275.74,30114.08
Asia,Japan,Office Supplies,Offline,Critical,2021-09-26,910097,2021-10-06,32,454.87,373.85,14555.84,11963.2,2592.64
Asia,Indonesia,Office Supplies,Offline,Low,2020-11-22,721954,2020-12-07,293,255.64,208.31,74902.52,61034.83,13867.69
Europe,France,Food,Offline,High,2023-09-16,881060,2023-09-26,13,167.3,99.6,2174.9,1294.8,880.1
Australia,Australia,Furniture,Offline,Medium,2022-02-10,470385,2022-02-17,11,362.82,206.15,3991.02,2267.65,1723.37
Asia,Japan,Office Supplies,Online,Critical,2020-04-20,186223,2020-05-09,21,450.0,297.5,9450.0,6247.5,3202.5
Australia,New Zealand,Office Supplies,Online,Medium,2022-05-30,845760,2022-06-19,105,14.97,11.57,1571.85,1214.85,357.0
South America,Argentina,Office Supplies,Online,Critical,2021-04-26,616949,2021-04-30,52,158.65,109.13,8249.8,5674.76,2575.04
Europe,France,Furniture,Online,Critical,2022-04-02,734519,2022-04-20,57,455.68,404.35,25973.76,23047.95,2925.81
South America,Colombia,Clothing,Offline,Low,2022-11-01,503046,2022-11-14,168,23.39,13.17,3929.52,2212.56,1716.96
South America,Colombia,Electronics,Online,Critical,2020-08-24,825376,2020-08-29,55,137.25,77.11,7548.75,4241.05,3307.7
Africa,South Africa,Electronics,Offline,Critical,2020-06-20,675796,2020-06-25,91,74.11,37.18,6744.01,3383.38,3360.63
Australia,Australia,Clothing,Online,Critical,2022-06-28,780625,2022-07-06,84,367.05,230.17,30832.2,19334.28,11497.92
Europe,Germany,Clothing,Online,Low,2023-05-14,556498,2023-05-28,103,116.04,71.98,11952.12,7413.94,4538.18
North America,Canada,Office Supplies,Offline,Medium,2022-09-22,318748,2022-09-24,279,280.98,239.14,78393.42,66720.06,11673.36
South America,Argentina,Beverages,Online,Medium,2021-08-30,591257,2021-09-11,91,493.59,345.95,44916.69,31481.45,13435.24
South America,Chile,Furniture,Online,High,2021-09-27,630591,2021-10-03,129,460.53,371.47,59408.37,47919.63,11488.74
Europe,France,Furniture,Offline,Low,2020-01-28,109555,2020-02-16,184,389.98,204.74,71756.32,37672.16,34084.16
Asia,Indonesia,Office Supplies,Online,Low,2020-10-01,344657,2020-10-19,74,102.16,86.87,7559.84,6428.38,1131.46
Asia,India,Food,Offline,Low,2021-08-26,600407,2021-09-14,159,203.25,168.83,32316.75,26843.97,5472.78
Australia,Australia,Beverages,Offline,Critical,2021-08-20,308933,2021-09-04,93,237.3,122.4,22068.9,11383.2,10685.7
Australia,New Zealand,Electronics,Offline,Low,2021-08-30,581703,2021-09-06,50,50.38,31.97,2519.0,1598.5,920.5
South America,Brazil,Office Supplies,Online,High,2021-09-05,822098,2021-09-10,352,224.4,149.14,78988.8,52497.28,26491.52
North America,Canada,Food,Online,Low,2022-02-15,668752,2022-02-18,21,379.89,211.64,7977.69,4444.44,3533.25
Australia,Australia,Food,Offline,Low,2021-09-17,776549,2021-09-28,81,240.44,206.93,19475.64,16761.33,2714.31
Australia,New Zealand,Furniture,Online,Critical,2022-08-17,928706,2022-09-05,219,152.94,99.38,33493.86,21764.22,11729.64
North America,Canada,Electronics,Offline,Critical,2022-03-22,758303,2022-03-24,327,107.26,56.68,35074.02,18534.36,16539.66
Australia,New Zealand,Electronics,Offline,Critical,2020-12-23,141872,2021-01-11,232,269.22,166.11,62459.04,38537.52,23921.52
North America,Mexico,Beverages,Offline,Medium,2021-05-15,575088,2021-05-23,296,121.45,68.92,35949.2,20400.32,15548.88
North America,Canada,Office Supplies,Online,Critical,2021-12-05,196213,2021-12-10,204,97.52,66.6,19894.08,13586.4,6307.68
North America,Canada,Beverages,Offline,Medium,2023-12-24,434962,2023-12-27,407,396.74,232.62,161473.18,94676.34,66796.84
South America,Colombia,Beverages,Online,Medium,2023-02-08,184885,2023-02-28,271,328.38,280.61,88990.98,76045.31,12945.67
Asia,Japan,Clothing,Online,Medium,2022-04-09,429144,2022-04-13,449,23.58,12.19,10587.42,5473.31,5114.11
Europe,France,Beverages,Online,Medium,2022-10-16,894376,2022-10-27,133,337.79,274.79,44926.07,36547.07,8379.0
Asia,South Korea,Beverages,Offline,High,2022-10-12,606261,2022-10-30,391,26.05,15.53,10185.55,6072.23,4113.32
Europe,France,Clothing,Offline,High,2022-07-08,854742,2022-07-10,270,298.57,235.39,80613.9,63555.3,17058.6
Asia,India,Beverages,Offline,Critical,2020-10-30,109041,2020-11-03,124,233.12,157.68,28906.88,19552.32,9354.56
Africa,Kenya,Food,Online,Medium,2023-09-28,633068,2023-10-03,156,312.84,254.89,48803.04,39762.84,9040.2
North America,USA,Furniture,Online,Medium,2021-02-17,886121,2021-03-04,130,142.88,95.43,18574.4,12405.9,6168.5
Australia,New Zealand,Food,Online,Low,2021-09-30,564804,2021-10-07,275,375.66,199.81,103306.5,54947.75,48358.75
South America,Brazil,Food,Online,Low,2022-01-20,409136,2022-01-31,78,56.67,40.72,4420.26,3176.16,1244.1
Australia,New Zealand,Electronics,Online,High,2021-02-28,103734,2021-03-20,490,193.71,119.26,94917.9,58437.4,36480.5
Europe,Spain,Beverages,Online,Medium,2021-03-02,884913,2021-03-16,242,272.58,220.76,65964.36,53423.92,12540.44
South America,Chile,Clothing,Online,High,2023-05-28,861694,2023-06-09,365,332.43,223.41,121336.95,81544.65,39792.3
Asia,Indonesia,Furniture,Offline,Critical,2020-10-29,710750,2020-11-15,364,374.74,315.18,136405.36,114725.52,21679.84
South America,Colombia,Electronics,Online,Critical,2023-10-15,339581,2023-10-23,54,481.07,339.44,25977.78,18329.76,7648.02
North America,Mexico,Office Supplies,Online,Critical,2023-07-26,448735,2023-07-28,219,93.01,55.48,20369.19,12150.12,8219.07
South America,Brazil,Clothing,Offline,Critical,2020-03-25,499016,2020-04-10,374,387.52,250.13,144932.48,93548.62,51383.86
North America,USA,Office Supplies,Offline,High,2021-06-14,667957,2021-06-28,349,371.57,276.24,129677.93,96407.76,33270.17
Europe,Germany,Office Supplies,Offline,High,2022-03-19,821851,2022-03-23,342,359.71,281.34,123020.82,96218.28,26802.54
Asia,India,Food,Offline,Low,2023-06-24,856535,2023-06-26,345,11.38,7.15,3926.1,2466.75,1459.35
Australia,New Zealand,Furniture,Offline,Critical,2022-01-14,963734,2022-01-25,475,182.25,115.4,86568.75,54815.0,31753.75
Europe,Spain,Beverages,Offline,Critical,2023-10-25,947429,2023-11-02,162,324.25,215.11,52528.5,34847.82,17680.68
Europe,France,Furniture,Offline,High,2021-06-16,147664,2021-06-29,493,226.09,124.61,111462.37,61432.73,50029.64
Europe,Germany,Clothing,Offline,Low,2023-08-08,910131,2023-08-25,293,20.62,15.4,6041.66,4512.2,1529.46
Africa,South Africa,Office Supplies,Online,Low,2023-07-04,960091,2023-07-12,476,494.11,328.9,235196.36,156556.4,78639.96
Europe,Spain,Clothing,Online,Medium,2022-04-29,646867,2022-05-10,496,273.82,160.01,135814.72,79364.96,56449.76
North America,Canada,Electronics,Offline,Low,2022-05-25,172399,2022-06-12,355,396.29,254.57,140682.95,90372.35,50310.6
Africa,Kenya,Furniture,Offline,High,2022-07-03,892398,2022-07-11,248,494.18,426.44,122556.64,105757.12,16799.52
Africa,Egypt,Clothing,Offline,Critical,2021-10-30,751341,2021-11-05,266,264.47,224.27,70349.02,59655.82,10693.2
South America,Colombia,Electronics,Online,Critical,2022-03-02,880280,2022-03-20,79,213.42,189.38,16860.18,14961.02,1899.16
Africa,Kenya,Clothing,Offline,Medium,2021-08-02,609160,2021-08-20,390,392.22,287.83,152965.8,112253.7,40712.1
Australia,New Zealand,Office Supplies,Offline,Low,2022-06-07,954176,2022-06-26,376,69.05,36.95,25962.8,13893.2,12069.6
Europe,Spain,Food,Offline,Low,2020-07-26,744787,2020-08-15,371,238.13,212.83,88346.23,78959.93,9386.3
North America,USA,Furniture,Offline,High,2021-03-06,246547,2021-03-18,238,365.04,275.45,86879.52,65557.1,21322.42
Australia,New Zealand,Food,Offline,Critical,2021-07-14,709127,2021-07-24,128,468.54,279.9,59973.12,35827.2,24145.92
South America,Chile,Food,Online,Medium,2022-01-10,920673,2022-01-21,68,495.37,333.0,33685.16,22644.0,11041.16
Europe,Spain,Electronics,Offline,High,2023-04-28,615390,2023-05-05,408,44.03,29.1,17964.24,11872.8,6091.44
South America,Brazil,Electronics,Online,High,2022-04-14,464986,2022-05-04,327,91.3,59.01,29855.1,19296.27,10558.83
Africa,Egypt,Food,Online,Medium,2022-07-26,148356,2022-07-28,216,228.16,190.6,49282.56,41169.6,8112.96
Australia,New Zealand,Clothing,Online,Medium,2023-01-13,340056,2023-01-25,304,290.19,221.85,88217.76,67442.4,20775.36
Europe,Spain,Beverages,Offline,Medium,2023-10-26,762301,2023-11-02,465,263.63,215.26,122587.95,100095.9,22492.05
North America,USA,Beverages,Online,Critical,2022-08-29,418465,2022-09-10,446,388.51,195.09,173275.46,87010.14,86265.32
Europe,Germany,Office Supplies,Offline,High,2021-06-16,829485,2021-06-23,380,207.59,129.52,78884.2,49217.6,29666.6
North America,USA,Clothing,Offline,Low,2020-09-01,330238,2020-09-03,455,78.86,51.81,35881.3,23573.55,12307.75
Australia,New Zealand,Beverages,Offline,Critical,2020-01-30,716078,2020-02-06,257,389.61,274.41,100129.77,70523.37,29606.4
Australia,Australia,Beverages,Online,Critical,2022-11-27,442246,2022-11-30,328,292.2,180.23,95841.6,59115.44,36726.16
Australia,New Zealand,Office Supplies,Online,Medium,2020-08-12,311580,2020-08-22,34,386.25,335.23,13132.5,11397.82,1734.68
North America,USA,Beverages,Offline,Critical,2023-09-07,254362,2023-09-16,109,99.24,53.33,10817.16,5812.97,5004.19
Europe,Germany,Office Supplies,Online,Low,2023-12-03,663690,2023-12-07,20,107.49,69.64,2149.8,1392.8,757.0
Australia,Australia,Beverages,Offline,Critical,2023-09-11,131659,2023-09-28,366,337.12,282.72,123385.92,103475.52,19910.4
South America,Argentina,Food,Online,High,2020-03-22,532858,2020-03-30,358,86.25,56.76,30877.5,20320.08,10557.42
Australia,Australia,Electronics,Online,Medium,2020-03-24,312581,2020-04-03,404,25.02,18.32,10108.08,7401.28,2706.8
South America,Brazil,Furniture,Online,Critical,2023-07-26,123835,2023-07-30,10,320.82,253.84,3208.2,2538.4,669.8
Australia,New Zealand,Furniture,Online,High,2021-07-08,259744,2021-07-28,288,269.24,203.74,77541.12,58677.12,18864.0
Asia,Indonesia,Furniture,Offline,Low,2021-10-13,453564,2021-10-23,196,74.13,59.81,14529.48,11722.76,2806.72
South America,Argentina,Office Supplies,Offline,High,2022-10-17,202213,2022-10-25,145,25.74,23.03,3732.3,3339.35,392.95
Asia,India,Beverages,Offline,Low,2021-06-29,403802,2021-07-18,20,268.27,172.68,5365.4,3453.6,1911.8
Australia,New Zealand,Beverages,Online,Low,2020-07-26,713145,2020-08-02,316,326.23,180.98,103088.68,57189.68,45899.0
Africa,Nigeria,Clothing,Online,Critical,2023-06-21,680044,2023-07-10,129,163.99,106.86,21154.71,13784.94,7369.77
Australia,Australia,Furniture,Offline,High,2020-11-15,514289,2020-11-30,263,386.47,249.04,101641.61,65497.52,36144.09
North America,Canada,Office Supplies,Online,Medium,2021-07-31,711231,2021-08-03,315,186.81,122.67,58845.15,38641.05,20204.1
Asia,Indonesia,Office Supplies,Offline,High,2023-10-06,921314,2023-10-23,100,383.02,200.31,38302.0,20031.0,18271.0
North America,USA,Electronics,Offline,Medium,2020-10-19,645994,2020-10-25,26,29.63,18.05,770.38,469.3,301.08
Europe,UK,Beverages,Offline,Low,2022-08-30,639442,2022-09-17,100,366.54,291.49,36654.0,29149.0,7505.0
Europe,Germany,Beverages,Online,Medium,2021-01-27,787617,2021-01-30,303,119.05,99.45,36072.15,30133.35,5938.8
Asia,South Korea,Office Supplies,Online,Medium,2022-01-03,907725,2022-01-13,308,457.14,259.51,140799.12,79929.08,60870.04
Australia,Australia,Beverages,Offline,Medium,2021-01-08,400021,2021-01-26,120,399.66,263.6,47959.2,31632.0,16327.2
Asia,Indonesia,Clothing,Offline,Low,2023-08-04,507472,2023-08-09,381,28.9,22.04,11010.9,8397.24,2613.66
South America,Argentina,Electronics,Offline,Medium,2021-08-24,928416,2021-09-12,488,265.72,176.07,129671.36,85922.16,43749.2
Europe,Spain,Office Supplies,Offline,High,2020-12-07,809133,2020-12-26,137,9.8,7.91,1342.6,1083.67,258.93
North America,Mexico,Clothing,Offline,High,2023-02-05,860768,2023-02-21,180,255.31,140.35,45955.8,25263.0,20692.8
South America,Argentina,Furniture,Offline,Low,2020-05-01,174194,2020-05-04,177,195.98,153.69,34688.46,27203.13,7485.33
Africa,Egypt,Clothing,Online,Low,2021-04-14,637808,2021-04-27,136,454.49,332.32,61810.64,45195.52,16615.12
North America,USA,Food,Offline,Critical,2021-06-09,588128,2021-06-17,280,301.64,187.27,84459.2,52435.6,32023.6
North America,Mexico,Food,Online,High,2020-01-03,803703,2020-01-20,345,275.38,214.63,95006.1,74047.35,20958.75
Asia,China,Food,Offline,Critical,2023-09-08,272708,2023-09-11,339,132.64,115.33,44964.96,39096.87,5868.09
Australia,Australia,Electronics,Offline,High,2021-01-21,962919,2021-01-30,288,392.39,322.88,113008.32,92989.44,20018.88
North America,USA,Clothing,Offline,Critical,2022-01-20,718896,2022-02-08,425,272.23,148.47,115697.75,63099.75,52598.0
North America,Mexico,Clothing,Offline,Low,2021-09-14,321534,2021-09-29,67,298.51,199.44,20000.17,13362.48,6637.69
North America,Mexico,Office Supplies,Online,Medium,2020-11-25,856773,2020-12-04,186,196.5,106.12,36549.0,19738.32,16810.68
Australia,New Zealand,Beverages,Offline,Critical,2021-07-04,754579,2021-07-09,293,162.44,106.35,47594.92,31160.55,16434.37
Asia,India,Furniture,Offline,Critical,2023-01-02,768616,2023-01-20,496,91.88,50.63,45572.48,25112.48,20460.0
North America,Mexico,Electronics,Offline,Low,2022-01-12,666361,2022-01-15,369,359.23,294.91,132555.87,108821.79,23734.08
Asia,Japan,Furniture,Offline,High,2023-06-10,392064,2023-06-22,268,318.1,163.65,85250.8,43858.2,41392.6
South America,Argentina,Beverages,Online,High,2021-08-15,483331,2021-08-29,485,496.69,364.5,240894.65,176782.5,64112.15
Africa,South Africa,Electronics,Online,Medium,2021-04-26,763844,2021-05-12,352,6.8,4.36,2393.6,1534.72,858.88
South America,Argentina,Food,Offline,Critical,2021-12-23,397544,2022-01-09,224,163.57,88.52,36639.68,19828.48,16811.2
Europe,UK,Office Supplies,Online,Low,2023-07-19,784240,2023-08-01,314,352.18,199.94,110584.52,62781.16,47803.36
Africa,South Africa,Furniture,Online,Low,2021-09-25,280917,2021-10-07,225,333.77,272.4,75098.25,61290.0,13808.25
Africa,South Africa,Clothing,Online,Medium,2023-12-08,880732,2023-12-27,374,19.74,10.12,7382.76,3784.88,3597.88
Asia,China,Clothing,Online,Critical,2023-03-19,773154,2023-03-26,64,256.98,156.32,16446.72,10004.48,6442.24
Africa,South Africa,Beverages,Offline,Critical,2023-12-12,819083,2023-12-30,458,461.78,267.51,211495.24,122519.58,88975.66
Europe,France,Furniture,Online,High,2021-03-12,242880,2021-03-31,3,353.74,288.75,1061.22,866.25,194.97
Africa,Kenya,Office Supplies,Offline,High,2022-07-24,260978,2022-08-04,308,304.66,230.0,93835.28,70840.0,22995.28
Australia,Australia,Office Supplies,Online,Critical,2020-10-14,629753,2020-10-27,29,15.28,8.07,443.12,234.03,209.09
Asia,Japan,Furniture,Offline,Medium,2023-11-12,864819,2023-11-20,223,296.71,221.23,66166.33,49334.29,16832.04
Europe,Italy,Clothing,Offline,Low,2023-10-22,661831,2023-10-31,9,286.0,199.7,2574.0,1797.3,776.7
South America,Argentina,Beverages,Offline,Critical,2022-12-13,343814,2022-12-16,334,341.76,209.33,114147.84,69916.22,44231.62
Asia,China,Electronics,Online,Low,2022-11-01,781754,2022-11-12,39,278.99,228.16,10880.61,8898.24,1982.37
North America,Mexico,Office Supplies,Online,High,2021-08-26,317048,2021-09-01,33,33.94,20.31,1120.02,670.23,449.79
Australia,Australia,Beverages,Offline,Critical,2022-07-22,862319,2022-07-28,381,254.07,180.28,96800.67,68686.68,28113.99
Africa,Kenya,Furniture,Online,Low,2023-05-24,285634,2023-05-27,494,217.03,154.97,107212.82,76555.18,30657.64
Australia,Australia,Beverages,Online,High,2021-09-07,881747,2021-09-22,93,301.64,160.14,28052.52,14893.02,13159.5
North America,Mexico,Clothing,Offline,Low,2021-02-18,793940,2021-03-03,22,97.64,80.65,2148.08,1774.3,373.78
North America,Canada,Clothing,Online,High,2021-10-01,419318,2021-10-18,154,121.12,83.84,18652.48,12911.36,5741.12
Africa,Egypt,Office Supplies,Offline,Low,2021-03-04,272033,2021-03-12,160,337.11,223.85,53937.6,35816.0,18121.6
Asia,Japan,Beverages,Offline,Medium,2020-08-22,601485,2020-09-05,193,63.12,35.29,12182.16,6810.97,5371.19
Australia,Australia,Furniture,Online,High,2020-05-08,657926,2020-05-15,214,212.45,120.8,45464.3,25851.2,19613.1
Europe,France,Furniture,Online,High,2023-07-19,673603,2023-08-01,20,121.08,70.04,2421.6,1400.8,1020.8
North America,USA,Clothing,Online,High,2021-07-03,950507,2021-07-14,420,44.95,38.57,18879.0,16199.4,2679.6
South America,Chile,Electronics,Offline,High,2020-11-18,282613,2020-11-24,32,34.9,18.3,1116.8,585.6,531.2
Europe,Spain,Beverages,Offline,Medium,2023-10-22,540639,2023-11-04,56,260.61,231.42,14594.16,12959.52,1634.64
